population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
UG,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,36,11,7,5,4,16,9,2,8,1,0,20,19,Synthetic demonstration
UG,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,12,8,6,4,17,10,2,8,1,0,20,19,Synthetic demonstration
UG,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,41,13,9,6,4,18,11,2,9,1,0,20,19,Synthetic demonstration
UG,2023,29,2023-04-10,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,36,11,8,6,4,16,9,2,8,1,0,20,19,Synthetic demonstration
UG,2023,30,2023-04-17,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,10,7,4,18,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,31,2023-04-24,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,40,12,10,7,4,18,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,32,2023-05-01,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,39,12,11,8,4,17,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,33,2023-05-08,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,12,11,8,3,16,10,2,8,1,0,20,19,Synthetic demonstration
UG,2023,34,2023-05-15,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,11,8,3,18,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,35,2023-05-22,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,39,12,11,8,3,17,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,36,2023-05-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,41,13,12,9,3,18,11,2,9,1,0,20,19,Synthetic demonstration
UG,2023,37,2023-06-05,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,40,12,11,8,3,18,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,38,2023-06-12,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,12,9,3,19,11,2,9,2,0,20,19,Synthetic demonstration
UG,2023,39,2023-06-19,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,12,11,8,3,18,10,2,9,1,0,20,19,Synthetic demonstration
UG,2023,40,2023-06-26,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,38,12,11,8,2,17,10,2,8,1,0,20,19,Synthetic demonstration
UG,2024,1,2023-09-25,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,43,0,0,0,9,43,0,0,0,0,0,349,335,Synthetic demonstration
UG,2024,2,2023-10-02,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,53,0,0,0,11,53,0,0,0,0,0,349,335,Synthetic demonstration
UG,2024,3,2023-10-09,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,68,0,0,0,14,68,0,0,0,0,0,349,335,Synthetic demonstration
UG,2024,4,2023-10-16,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,81,0,0,0,17,81,0,0,0,0,0,349,335,Synthetic demonstration
UG,2024,5,2023-10-23,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,98,0,0,0,20,98,0,0,0,0,0,349,335,Synthetic demonstration
UG,2024,6,2023-10-30,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,122,3,0,0,24,118,2,1,1,0,0,349,335,Synthetic demonstration
UG,2024,7,2023-11-06,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,141,6,0,0,27,132,5,1,3,0,0,349,335,Synthetic demonstration
UG,2024,8,2023-11-13,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,170,11,0,0,32,153,9,2,5,1,0,349,335,Synthetic demonstration
UG,2024,9,2023-11-20,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,201,18,0,0,37,174,15,3,8,1,0,349,335,Synthetic demonstration
UG,2024,10,2023-11-27,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,237,26,0,0,43,197,21,5,12,2,0,349,335,Synthetic demonstration
UG,2024,11,2023-12-04,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,273,36,1,1,48,218,30,6,16,3,0,349,335,Synthetic demonstration
UG,2024,12,2023-12-11,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,316,48,4,3,54,242,39,9,22,4,0,349,335,Synthetic demonstration
UG,2024,13,2023-12-18,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,356,62,7,5,60,261,51,11,28,5,0,349,335,Synthetic demonstration
UG,2024,14,2023-12-25,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,394,77,12,9,65,276,63,14,35,6,0,349,335,Synthetic demonstration
UG,2024,15,2024-01-01,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,434,95,19,14,69,289,78,17,43,7,1,349,335,Synthetic demonstration
UG,2024,16,2024-01-08,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,475,114,27,19,74,301,93,21,52,8,1,349,335,Synthetic demonstration
UG,2024,17,2024-01-15,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,511,134,38,27,78,306,110,24,61,10,1,349,335,Synthetic demonstration
UG,2024,18,2024-01-22,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,545,155,50,36,81,308,127,28,71,11,2,349,335,Synthetic demonstration
UG,2024,19,2024-01-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,575,176,63,45,83,306,144,32,80,13,2,349,335,Synthetic demonstration
UG,2024,20,2024-02-05,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,594,194,78,56,83,297,159,35,89,14,3,349,335,Synthetic demonstration
UG,2024,21,2024-02-12,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,612,214,94,68,83,284,175,39,98,16,4,349,335,Synthetic demonstration
UG,2024,22,2024-02-19,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,628,233,112,81,83,271,191,42,107,17,4,349,335,Synthetic demonstration
UG,2024,23,2024-02-26,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,648,254,132,95,83,258,208,46,117,19,5,349,335,Synthetic demonstration
UG,2024,24,2024-03-04,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,658,273,153,110,82,240,224,49,125,20,6,349,335,Synthetic demonstration
UG,2024,25,2024-03-11,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,669,292,175,126,80,222,239,53,134,21,7,349,335,Synthetic demonstration
UG,2024,26,2024-03-18,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,677,310,198,143,79,202,254,56,142,23,8,349,335,Synthetic demonstration
UG,2024,27,2024-03-25,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,684,328,223,161,77,182,269,59,150,24,9,349,335,Synthetic demonstration
UG,2024,28,2024-04-01,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,692,332,239,172,75,184,272,60,152,24,9,349,335,Synthetic demonstration
UG,2024,29,2024-04-08,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,695,334,254,183,72,184,274,60,153,24,10,349,335,Synthetic demonstration
UG,2024,30,2024-04-15,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,698,335,268,193,70,185,275,60,154,24,11,349,335,Synthetic demonstration
UG,2024,31,2024-04-22,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,699,336,282,203,67,185,276,60,154,24,11,349,335,Synthetic demonstration
UG,2024,32,2024-04-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,700,336,296,213,64,185,276,60,154,25,12,349,335,Synthetic demonstration
UG,2024,33,2024-05-06,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,704,338,311,224,62,186,277,61,155,25,12,349,335,Synthetic demonstration
UG,2024,34,2024-05-13,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,706,339,312,225,59,187,278,61,155,25,12,349,335,Synthetic demonstration
UG,2024,35,2024-05-20,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,711,341,314,226,57,189,280,61,156,25,12,349,335,Synthetic demonstration
UG,2024,36,2024-05-27,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,709,340,313,225,54,188,279,61,156,25,12,349,335,Synthetic demonstration
UG,2024,37,2024-06-03,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,711,341,314,226,51,189,280,61,156,25,12,349,335,Synthetic demonstration
UG,2024,38,2024-06-10,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,709,340,313,225,48,188,279,61,156,25,12,349,335,Synthetic demonstration
UG,2024,39,2024-06-17,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 0/1,September,FT,708,340,313,225,45,187,279,61,156,25,12,349,335,Synthetic demonstration
UG,2024,40,2024-06-24,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Home,United Kingdom,Year 2+,September,FT,709,340,313,225,43,188,279,61,156,25,12,349,335,Synthetic demonstration
