population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
UG,2026,40,2026-06-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Overseas,Singapore,Year 0/1,September,FT,333,131,121,87,20,117,107,24,73,12,5,164,157,Synthetic demonstration
UG,2026,1,2025-09-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,3,0,0,0,1,3,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,2,2025-10-06,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,4,0,0,0,1,4,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,3,2025-10-13,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,7,0,0,0,1,7,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,4,2025-10-20,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,4,0,0,0,1,4,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,5,2025-10-27,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,3,0,0,0,1,3,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,6,2025-11-03,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,10,0,0,0,2,10,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,7,2025-11-10,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,9,0,0,0,2,9,0,0,0,0,0,23,22,Synthetic demonstration
UG,2026,8,2025-11-17,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,13,1,0,0,2,12,1,0,0,0,0,23,22,Synthetic demonstration
UG,2026,9,2025-11-24,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,14,1,0,0,3,12,1,0,1,0,0,23,22,Synthetic demonstration
UG,2026,10,2025-12-01,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,15,1,0,0,3,13,1,0,1,0,0,23,22,Synthetic demonstration
UG,2026,11,2025-12-08,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,19,2,0,0,3,16,2,0,1,0,0,23,22,Synthetic demonstration
UG,2026,12,2025-12-15,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,24,2,0,0,4,20,2,0,2,0,0,23,22,Synthetic demonstration
UG,2026,13,2025-12-22,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,27,3,0,0,5,22,2,1,2,0,0,23,22,Synthetic demonstration
UG,2026,14,2025-12-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,26,3,0,0,4,21,2,1,2,0,0,23,22,Synthetic demonstration
UG,2026,15,2026-01-05,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,29,4,1,1,5,22,3,1,3,0,0,23,22,Synthetic demonstration
UG,2026,16,2026-01-12,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,33,5,1,1,5,23,4,1,4,1,0,23,22,Synthetic demonstration
UG,2026,17,2026-01-19,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,31,5,1,1,5,21,4,1,4,1,0,23,22,Synthetic demonstration
UG,2026,18,2026-01-26,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,36,7,2,1,5,23,6,1,5,1,0,23,22,Synthetic demonstration
UG,2026,19,2026-02-02,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,37,7,3,2,5,24,6,1,5,1,0,23,22,Synthetic demonstration
UG,2026,20,2026-02-09,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,39,8,3,2,5,24,7,1,6,1,0,23,22,Synthetic demonstration
UG,2026,21,2026-02-16,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,9,4,3,5,22,7,2,6,1,0,23,22,Synthetic demonstration
UG,2026,22,2026-02-23,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,9,4,3,5,22,7,2,6,1,0,23,22,Synthetic demonstration
UG,2026,23,2026-03-02,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,38,10,5,4,5,20,8,2,7,1,0,23,22,Synthetic demonstration
UG,2026,24,2026-03-09,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,40,11,6,4,5,20,9,2,8,1,0,23,22,Synthetic demonstration
UG,2026,25,2026-03-16,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,42,12,7,5,5,21,10,2,8,1,0,23,22,Synthetic demonstration
UG,2026,26,2026-03-23,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,8,6,5,20,11,2,9,1,0,23,22,Synthetic demonstration
UG,2026,27,2026-03-30,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,48,15,10,7,5,20,12,3,11,2,0,23,22,Synthetic demonstration
UG,2026,28,2026-04-06,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,47,15,11,8,5,20,12,3,10,2,0,23,22,Synthetic demonstration
UG,2026,29,2026-04-13,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,43,13,10,7,4,19,11,2,9,2,0,23,22,Synthetic demonstration
UG,2026,30,2026-04-20,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,11,8,5,20,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,31,2026-04-27,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,12,9,4,19,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,32,2026-05-04,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,12,9,4,19,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,33,2026-05-11,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,13,9,4,20,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,34,2026-05-18,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,47,15,14,10,4,20,12,3,10,2,1,23,22,Synthetic demonstration
UG,2026,35,2026-05-25,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,45,14,13,9,4,19,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,36,2026-06-01,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 2+,September,FT,48,15,14,10,4,20,12,3,11,2,1,23,22,Synthetic demonstration
UG,2026,37,2026-06-08,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,44,14,13,9,3,18,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,38,2026-06-15,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,13,9,3,20,11,3,10,2,0,23,22,Synthetic demonstration
UG,2026,39,2026-06-22,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,51,16,15,11,3,22,13,3,11,2,1,23,22,Synthetic demonstration
UG,2026,40,2026-06-29,Faculty of Science and Engineering,School of Engineering,Mechanical Engineering,Mechanical Engineering,H300,BEng Mechanical Engineering,Pending assessment,Pending fee assessment,Year 0/1,September,FT,46,14,13,9,3,20,11,3,10,2,0,23,22,Synthetic demonstration
UG,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,40,0,0,0,9,40,0,0,0,0,0,324,311,Synthetic demonstration
UG,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,50,0,0,0,11,50,0,0,0,0,0,324,311,Synthetic demonstration
UG,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,60,0,0,0,12,60,0,0,0,0,0,324,311,Synthetic demonstration
UG,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,74,0,0,0,15,74,0,0,0,0,0,324,311,Synthetic demonstration
UG,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,89,0,0,0,18,89,0,0,0,0,0,324,311,Synthetic demonstration
UG,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,111,2,0,0,22,108,2,0,1,0,0,324,311,Synthetic demonstration
UG,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,131,6,0,0,25,122,5,1,3,0,0,324,311,Synthetic demonstration
UG,2023,8,2022-11-14,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,160,10,0,0,30,144,8,2,5,1,0,324,311,Synthetic demonstration
UG,2023,9,2022-11-21,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,191,17,0,0,35,165,14,3,8,1,0,324,311,Synthetic demonstration
UG,2023,10,2022-11-28,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,222,24,0,0,40,185,20,4,11,2,0,324,311,Synthetic demonstration
UG,2023,11,2022-12-05,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,255,33,1,1,45,205,27,6,15,2,0,324,311,Synthetic demonstration
UG,2023,12,2022-12-12,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,294,45,4,3,51,225,37,8,21,3,0,324,311,Synthetic demonstration
UG,2023,13,2022-12-19,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,330,58,7,5,55,242,48,10,26,4,0,324,311,Synthetic demonstration
UG,2023,14,2022-12-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,370,73,12,9,61,259,60,13,33,5,0,324,311,Synthetic demonstration
UG,2023,15,2023-01-02,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,402,88,18,13,64,268,72,16,40,6,1,324,311,Synthetic demonstration
UG,2023,16,2023-01-09,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,440,106,25,18,69,278,87,19,48,8,1,324,311,Synthetic demonstration
UG,2023,17,2023-01-16,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,469,123,34,24,71,281,101,22,56,9,1,324,311,Synthetic demonstration
UG,2023,18,2023-01-23,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,499,142,45,32,74,282,116,26,65,10,2,324,311,Synthetic demonstration
UG,2023,19,2023-01-30,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,531,162,58,42,76,283,133,29,74,12,2,324,311,Synthetic demonstration
UG,2023,20,2023-02-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,553,181,72,52,77,276,148,33,83,13,3,324,311,Synthetic demonstration
UG,2023,21,2023-02-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,569,199,88,63,77,265,163,36,91,14,3,324,311,Synthetic demonstration
UG,2023,22,2023-02-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,584,217,104,75,77,252,178,39,99,16,4,324,311,Synthetic demonstration
UG,2023,23,2023-02-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,595,234,122,88,76,237,192,42,107,17,5,324,311,Synthetic demonstration
UG,2023,24,2023-03-06,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,611,253,142,102,76,224,207,46,116,18,6,324,311,Synthetic demonstration
UG,2023,25,2023-03-13,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,627,274,164,118,75,208,225,49,125,20,6,324,311,Synthetic demonstration
UG,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,630,289,185,133,73,188,237,52,132,21,7,324,311,Synthetic demonstration
UG,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,635,305,207,149,71,168,250,55,140,22,8,324,311,Synthetic demonstration
UG,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,642,308,222,160,69,171,253,55,141,22,9,324,311,Synthetic demonstration
UG,2023,29,2023-04-10,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,642,308,234,168,67,171,253,55,141,22,9,324,311,Synthetic demonstration
UG,2023,30,2023-04-17,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,648,311,249,179,65,171,255,56,143,23,10,324,311,Synthetic demonstration
UG,2023,31,2023-04-24,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,651,312,262,189,62,173,256,56,143,23,10,324,311,Synthetic demonstration
UG,2023,32,2023-05-01,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,653,313,275,198,60,173,257,56,144,23,11,324,311,Synthetic demonstration
UG,2023,33,2023-05-08,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 2+,September,FT,656,315,290,209,58,174,258,57,144,23,11,324,311,Synthetic demonstration
UG,2023,34,2023-05-15,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,657,315,290,209,55,174,258,57,145,23,11,324,311,Synthetic demonstration
UG,2023,35,2023-05-22,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,658,316,291,210,53,174,259,57,145,23,12,324,311,Synthetic demonstration
UG,2023,36,2023-05-29,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,657,315,290,209,50,174,258,57,145,23,11,324,311,Synthetic demonstration
UG,2023,37,2023-06-05,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,660,317,292,210,48,175,260,57,145,23,12,324,311,Synthetic demonstration
UG,2023,38,2023-06-12,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,662,318,293,211,45,175,261,57,146,23,12,324,311,Synthetic demonstration
UG,2023,39,2023-06-19,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,658,316,291,210,42,174,259,57,145,23,12,324,311,Synthetic demonstration
UG,2023,40,2023-06-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Home,United Kingdom,Year 0/1,September,FT,658,316,291,210,39,174,259,57,145,23,12,324,311,Synthetic demonstration
UG,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Hong Kong,Year 0/1,September,FT,20,0,0,0,4,20,0,0,0,0,0,140,135,Synthetic demonstration
UG,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,China,Year 0/1,September,FT,21,0,0,0,4,21,0,0,0,0,0,140,135,Synthetic demonstration
UG,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Canada,Year 0/1,September,FT,29,0,0,0,6,29,0,0,0,0,0,140,135,Synthetic demonstration
UG,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Hong Kong,Year 0/1,September,FT,31,0,0,0,6,31,0,0,0,0,0,140,135,Synthetic demonstration
UG,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,India,Year 0/1,September,FT,42,0,0,0,8,42,0,0,0,0,0,140,135,Synthetic demonstration
UG,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 2+,September,FT,48,1,0,0,9,47,1,0,0,0,0,140,135,Synthetic demonstration
UG,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,India,Year 0/1,September,FT,58,2,0,0,11,55,2,0,1,0,0,140,135,Synthetic demonstration
UG,2023,8,2022-11-14,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Saudi Arabia,Year 0/1,September,FT,72,4,0,0,14,66,3,1,2,0,0,140,135,Synthetic demonstration
UG,2023,9,2022-11-21,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United Arab Emirates,Year 0/1,September,FT,81,6,0,0,15,71,5,1,3,1,0,140,135,Synthetic demonstration
UG,2023,10,2022-11-28,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United Arab Emirates,Year 2+,September,FT,94,8,0,0,17,80,7,1,5,1,0,140,135,Synthetic demonstration
UG,2023,11,2022-12-05,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United Arab Emirates,Year 0/1,September,FT,110,12,0,0,19,90,10,2,7,1,0,140,135,Synthetic demonstration
UG,2023,12,2022-12-12,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,United States,Year 2+,September,FT,128,16,1,1,22,102,13,3,9,1,0,140,135,Synthetic demonstration
UG,2023,13,2022-12-19,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Canada,Year 0/1,September,FT,140,20,2,1,24,107,16,4,11,2,0,140,135,Synthetic demonstration
UG,2023,14,2022-12-26,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Nigeria,Year 0/1,September,FT,161,26,4,3,26,119,21,5,14,2,0,140,135,Synthetic demonstration
UG,2023,15,2023-01-02,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Hong Kong,Year 0/1,September,FT,174,31,6,4,28,123,25,6,17,3,0,140,135,Synthetic demonstration
UG,2023,16,2023-01-09,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Singapore,Year 0/1,September,FT,193,38,9,6,30,131,31,7,21,3,0,140,135,Synthetic demonstration
UG,2023,17,2023-01-16,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Malaysia,Year 0/1,September,FT,200,43,12,9,30,129,35,8,24,4,0,140,135,Synthetic demonstration
UG,2023,18,2023-01-23,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,China,Year 0/1,September,FT,216,50,16,12,32,134,41,9,28,4,1,140,135,Synthetic demonstration
UG,2023,19,2023-01-30,Faculty of Science and Engineering,School of Engineering,Electrical and Electronic Engineering,Electrical and Electronic Engineering,H600,BEng Electrical and Electronic Engineering,Overseas,Saudi Arabia,Year 0/1,September,FT,225,56,20,14,32,132,46,10,32,5,1,140,135,Synthetic demonstration
